customer_unique_id,recency_days,frequency_orders,monetary_total,avg_order_value,avg_review_score,avg_delivery_days,last_purchase,churn_180d,R_score,F_score,M_score,RFM_score,segment_name
0049a16516d38fc2246696172a257f16,243,1,24.99,24.99,5.0,7.0,2017-12-29 11:04:22,True,2,1,1,211,Hibernating
0049ec2d7a5818d0e4b3f4735cec2458,41,1,25.9,25.9,5.0,7.0,2018-07-19 08:17:29,False,4,1,1,411,New Customers
004f84d065096f3cedd26cf0adc80b9d,125,1,159.98,159.98,4.0,14.0,2018-04-25 23:17:16,False,3,1,4,314,Regular
005226be8d5b972d0f72b4e8a79f322b,149,1,1561.0,1561.0,5.0,5.0,2018-04-01 22:07:00,False,3,1,4,314,Regular
0055bbb9c95f6acb8db89d1f6c316407,196,1,68.0,68.0,5.0,19.0,2018-02-14 09:43:06,True,3,1,2,312,Need Attention
005754cb59f8ee5cdbb5cda9d138757e,39,1,220.64,220.64,5.0,11.0,2018-07-21 11:39:34,False,4,1,4,414,New Customers
0058f300f57d7b93c477a131a59b36c3,159,1,72.58,72.58,5.0,13.0,2018-03-22 18:09:41,False,3,1,2,312,Need Attention
005d8faa4cf789cf52fb880a8569880a,110,1,79.99,79.99,5.0,6.0,2018-05-11 09:36:15,False,4,1,2,412,New Customers
005ee3e015ec18092d7782e507cf68fe,332,1,159.99,159.99,4.0,16.0,2017-10-01 09:57:51,True,2,1,4,214,Hibernating
005f060d4223956c62b64e9567a36f0f,98,1,689.0,689.0,3.0,14.0,2018-05-22 22:36:54,False,4,1,4,414,New Customers
0064c96f536ac6250275482221834154,69,1,52.66,52.66,4.0,8.0,2018-06-20 22:51:17,False,4,1,2,412,New Customers
0066b328e72fd82fd7420bf849c0e8b4,359,1,84.94,84.94,4.0,7.0,2017-09-04 14:01:22,True,1,1,2,112,Hibernating
006ec5b170182812131c7d9b219c036f,317,1,44.98,44.98,5.0,4.0,2017-10-16 12:55:19,True,2,1,1,211,Hibernating
00704e915ae0d4a236eace0267454cf9,393,1,108.9,108.9,4.0,9.0,2017-07-31 23:07:11,True,1,1,3,113,Hibernating
00737247e3dc1942da2c527ef3bd2709,158,1,59.9,59.9,1.0,26.0,2018-03-24 12:25:44,False,3,1,2,312,Need Attention
00776f3807b128beca64cd0b27138d92,341,1,294.99,294.99,3.0,12.0,2017-09-21 19:05:52,True,2,1,4,214,Hibernating
0077dc76aaf02323f03bce9b00878253,170,1,849.5,849.5,5.0,31.0,2018-03-11 17:09:55,False,3,1,4,314,Regular
0078bb0f0d23e922d08437b7d0e13907,250,1,29.99,29.99,4.0,18.0,2017-12-21 23:56:54,True,2,1,1,211,Hibernating
00797f371bc0f6adb4d267be541a92da,142,1,53.9,53.9,5.0,7.0,2018-04-09 13:43:51,False,3,1,2,312,Need Attention
0079b7407a428543a7f178cc09164035,272,1,48.9,48.9,4.0,8.0,2017-11-29 17:44:25,True,2,1,2,212,Hibernating
008d17333e414049279c7822dfd5f019,371,1,114.0,114.0,5.0,5.0,2017-08-23 12:59:04,True,1,1,3,113,Hibernating
008fb2ecc75561d202dd4db2e0ceec25,454,1,32.99,32.99,5.0,8.0,2017-05-31 22:42:05,True,1,1,1,111,Hibernating
009000746b4fc73fe77ecc396fdb78d2,273,1,120.9,120.9,5.0,8.0,2017-11-29 08:22:33,True,2,1,3,213,Hibernating
0093dbe7f479386a92095026decf825d,274,1,30.21,30.21,4.0,8.0,2017-11-27 19:48:08,True,2,1,1,211,Hibernating
00941614a654458b888b8780815bd26c,518,1,174.0,174.0,5.0,13.0,2017-03-29 10:31:33,True,1,1,4,114,Hibernating
00950dbc783342e164c24e09023ebcb7,56,1,80.38,80.38,5.0,1.0,2018-07-03 15:48:48,False,4,1,2,412,New Customers
009a3ad0cbdfc7f5481488472f72e8b1,147,1,13.65,13.65,5.0,1.0,2018-04-04 08:46:50,False,3,1,1,311,Need Attention
00a39521eb40f7012db50455bf083460,87,2,81.45,40.725,4.0,17.5,2018-06-03 10:12:57,False,4,1,2,412,New Customers
00a6ee75a90222405df9d8d59babc513,418,1,25.9,25.9,5.0,17.0,2017-07-06 22:54:18,True,1,1,1,111,Hibernating
00ae50eb5e1d2514f694dee1dcbbd5ae,110,1,213.5,213.5,1.0,6.0,2018-05-10 22:19:03,False,4,1,4,414,New Customers
00b1066a65657ee1759544f6b61a4e2c,110,1,49.8,49.8,5.0,7.0,2018-05-11 07:08:35,False,4,1,2,412,New Customers
00bc6cf36e50f21a8478d86721c07aa5,170,1,49.9,49.9,5.0,10.0,2018-03-11 16:52:50,False,3,1,2,312,Need Attention
00c003ed13c76042b78d53fbc26930d0,530,1,179.99,179.99,4.0,11.0,2017-03-16 20:25:10,True,1,1,4,114,Hibernating
00c26c3dd77bb25a0423a2280886b86a,177,1,19.9,19.9,4.0,24.0,2018-03-04 20:11:11,False,3,1,1,311,Need Attention
00cac13832bd0a8b6f50f6a36b053223,85,1,399.9,399.9,5.0,2.0,2018-06-05 12:16:41,False,4,1,4,414,New Customers
00d012266be1430eec790d0f405a836c,132,1,18.9,18.9,5.0,7.0,2018-04-19 13:15:35,False,3,1,1,311,Need Attention
00d8411c0f5ee4e0a9b8900ea483680e,262,1,220.0,220.0,1.0,10.0,2017-12-09 21:53:29,True,2,1,4,214,Hibernating
00d890d6e36244f39e22a9fb95e68756,204,1,29.99,29.99,4.0,22.0,2018-02-06 10:48:40,True,3,1,1,311,Need Attention
00d8a60ad2500432d9edd109cfddfd9e,111,1,59.0,59.0,5.0,14.0,2018-05-10 11:31:11,False,4,1,2,412,New Customers
00d8ba74be3eee415fe4508fdd325ee5,209,1,340.0,340.0,5.0,7.0,2018-01-31 15:46:03,True,3,1,4,314,Regular
00e10a3ff1e104902141546420f5a18b,40,1,49.9,49.9,5.0,15.0,2018-07-20 10:25:59,False,4,1,2,412,New Customers
00e130c15fdc51673742f622aa7eb63c,44,1,99.99,99.99,5.0,9.0,2018-07-16 10:22:16,False,4,1,3,413,New Customers
00e20792154788aa00f53fbd616a8d91,144,1,169.83,169.83,4.0,9.0,2018-04-07 08:28:23,False,3,1,4,314,Regular
00e2972a013072289c3e86cfc2b9e38d,359,1,199.9,199.9,5.0,9.0,2017-09-03 21:16:20,True,1,1,4,114,Hibernating
00e336519abc0012c8711db2132467ac,136,1,113.57,113.57,2.0,5.0,2018-04-15 11:54:15,False,3,1,3,313,Regular
00e5fd621e63c426ef718e2174ebedc5,168,1,65.9,65.9,5.0,22.0,2018-03-14 12:09:51,False,3,1,2,312,Need Attention
00e8cbf31206edcf22b7b118daa13983,223,1,260.9,260.9,1.0,13.0,2018-01-17 17:59:39,True,2,1,4,214,Hibernating
00ee11b831faa111cd62af2f4de8da96,122,1,16.9,16.9,5.0,9.0,2018-04-28 23:52:51,False,3,1,1,311,Need Attention
00fb8f6787f67bd33c7e86c9691d2b1c,225,1,247.23,247.23,1.0,21.0,2018-01-15 17:03:23,True,2,1,4,214,Hibernating
00ff5e862f825ac56e5fdfaa6b69dc51,126,1,35.9,35.9,4.0,5.0,2018-04-24 22:59:44,False,3,1,1,311,Need Attention
01020c5b6024bc1cf2a3228e566bafb2,369,1,99.9,99.9,5.0,12.0,2017-08-25 11:21:00,True,1,1,3,113,Hibernating
01027e860e6fb9591599d94a4189e2ad,98,1,91.3,91.3,5.0,14.0,2018-05-22 19:45:14,False,4,1,3,413,New Customers
0105f445969ca7b8fa2e354bec7a95bd,283,1,139.99,139.99,4.0,3.0,2017-11-19 13:27:09,True,2,1,3,213,Hibernating
01093ce2e3723bdb8de583346d76098c,162,1,29.4,29.4,3.0,20.0,2018-03-20 10:29:51,False,3,1,1,311,Need Attention
010ab6653f042ebb8e430f1718f61147,136,1,24.9,24.9,5.0,4.0,2018-04-14 21:25:50,False,3,1,1,311,Need Attention
010fea34d64c9fc635cebbe583f5104a,154,1,92.1,92.1,1.0,22.0,2018-03-27 23:07:10,False,3,1,3,313,Regular
011733687890faf081be6fde9e7cc7a0,69,1,49.98,49.98,5.0,4.0,2018-06-21 09:08:51,False,4,1,2,412,New Customers
011784926e81122b1abd0210b5888c22,190,1,317.9,317.9,5.0,7.0,2018-02-19 15:37:39,True,3,1,4,314,Regular
011875f0176909c5cf0b14a9138bb691,528,1,3999.9,3999.9,5.0,5.0,2017-03-18 20:08:04,True,1,1,4,114,Hibernating
011b4adcd54683b480c4d841250a987f,195,2,183.43,91.715,4.5,12.5,2018-02-15 11:40:57,True,3,1,4,314,Regular
012216caf4f1082ba3fc02e584de9a29,315,1,82.99,82.99,4.0,2.0,2017-10-17 23:47:22,True,2,1,2,212,Hibernating
012452d40dafae4df401bced74cdb490,107,2,427.9,213.95,4.5,9.0,2018-05-14 12:12:45,False,4,1,4,414,New Customers
012510db7f0db8481f8a3708400c8db9,546,1,99.99,99.99,5.0,12.0,2017-03-01 11:52:50,True,1,1,3,113,Hibernating
012714eb883337fd2631c13d2daf4466,147,1,79.99,79.99,4.0,1.0,2018-04-03 22:08:31,False,3,1,2,312,Need Attention
012ab8ee5f7d76005d838758e9a9452c,9,1,29.98,29.98,5.0,2.0,2018-08-20 14:31:33,False,4,1,1,411,New Customers
012ba82b3ff6ea994a4ecc6c848a4782,145,1,49.0,49.0,5.0,7.0,2018-04-05 15:57:22,False,3,1,2,312,Need Attention
012c61cc2c69b09c85071ccac0ccee16,368,1,59.0,59.0,4.0,9.0,2017-08-25 21:09:03,True,1,1,2,112,Hibernating
013523c76f4749da72a9ccc4a67cb234,350,1,29.9,29.9,1.0,13.0,2017-09-13 01:32:11,True,1,1,1,111,Hibernating
01376b24e146a15f52ca8382af02fe62,417,1,69.9,69.9,5.0,11.0,2017-07-07 15:13:16,True,1,1,2,112,Hibernating
013802b3b98584222c1280e654a655b1,104,1,113.9,113.9,1.0,27.0,2018-05-16 18:10:37,False,4,1,3,413,New Customers
013ef03e0f3f408dd9bf555e4edcdc0a,40,2,226.34,113.17,5.0,3.0,2018-07-20 04:13:54,False,4,1,4,414,New Customers
014644ae002bacd78bb05521f7e9aaab,172,1,12.9,12.9,3.0,12.0,2018-03-09 17:23:29,False,3,1,1,311,Need Attention
014dc284927e986549bf255eb79eb3ab,243,1,129.9,129.9,5.0,5.0,2017-12-28 21:35:44,True,2,1,3,213,Hibernating
014dcb5d582d60bca6a379e45a9041da,207,1,11.89,11.89,5.0,13.0,2018-02-02 18:17:19,True,3,1,1,311,Need Attention
014f7e8caea3379aa3d30558424ca54f,64,1,37.9,37.9,5.0,2.0,2018-06-25 15:10:03,False,4,1,1,411,New Customers
014fa2f37ee690774a7505252a28daf3,525,1,24.9,24.9,5.0,6.0,2017-03-22 11:40:21,True,1,1,1,111,Hibernating
01531f72337b960a58cdba9c94e96d1a,295,1,29.0,29.0,5.0,6.0,2017-11-07 01:07:57,True,2,1,1,211,Hibernating
01561f92006fd3ba8a8a4246b7f38101,322,1,119.8,119.8,1.0,6.0,2017-10-11 10:50:36,True,2,1,3,213,Hibernating
0156e3456c1959644b2da32c2cee358c,26,1,69.99,69.99,1.0,18.0,2018-08-02 21:24:24,False,4,1,2,412,New Customers
016201b260065cecbb315f4de0b0dc76,277,1,139.9,139.9,5.0,12.0,2017-11-24 20:41:08,True,2,1,3,213,Hibernating
0165dc4e0c64d7c1e17757ab8676f213,90,1,99.9,99.9,5.0,19.0,2018-05-31 11:16:12,False,4,1,3,413,New Customers
016846e2dd862cba9a2a10eff5ac244f,473,1,399.98,399.98,3.0,5.0,2017-05-12 15:34:02,True,1,1,4,114,Hibernating
016c60628fc64e15fa5990e58a0b57c1,405,1,229.74,229.74,3.0,5.0,2017-07-20 11:20:52,True,1,1,4,114,Hibernating
017bddd3844cbc8c9259179f66786333,214,1,159.99,159.99,5.0,38.0,2018-01-26 22:32:51,True,3,1,4,314,Regular
017c17dd6f2e7859373a5724b863801e,236,1,86.9,86.9,5.0,14.0,2018-01-04 16:55:54,True,2,1,2,212,Hibernating
017c5a91ab1759799a4d68be8091b8ab,125,1,68.8,68.8,3.0,6.0,2018-04-25 21:28:24,False,3,1,2,312,Need Attention
017d9afa17ebea3b2a7c03ed6bc954be,410,1,29.0,29.0,5.0,6.0,2017-07-15 09:42:52,True,1,1,1,111,Hibernating
01835b7ef446c78d0c37077894aa068d,147,1,55.8,55.8,5.0,9.0,2018-04-03 17:40:11,False,3,1,2,312,Need Attention
01873d3c2fc620aa701e30d2c4181673,140,1,44.9,44.9,3.0,3.0,2018-04-10 15:53:39,False,3,1,1,311,Need Attention
01878328db858b71da86bdc8966ea729,105,1,50.0,50.0,5.0,20.0,2018-05-16 10:18:49,False,4,1,2,412,New Customers
018875156db79cf3fb697342f256c329,418,1,45.0,45.0,5.0,5.0,2017-07-06 19:46:22,True,1,1,1,111,Hibernating
0189cca3aa2a0f75ca0cde94ee38be57,449,1,84.99,84.99,5.0,13.0,2017-06-05 21:32:39,True,1,1,2,112,Hibernating
018b0a8d048e41f2d1f55e56dcbd335c,400,1,179.9,179.9,5.0,13.0,2017-07-25 01:06:50,True,1,1,4,114,Hibernating
018b5a7502c30eb5f230f1b4eb23a156,373,1,39.99,39.99,5.0,11.0,2017-08-20 18:10:06,True,1,1,1,111,Hibernating
018c9bbd7d61c91f2abf3cd77b5010ad,226,1,80.0,80.0,3.0,9.0,2018-01-15 10:00:33,True,2,1,2,212,Hibernating
01940bd0ea09e8cbbeb24452e58dcb0e,42,1,45.8,45.8,4.0,9.0,2018-07-17 19:09:44,False,4,1,1,411,New Customers
019441bdb2c9b0b1990cac725c427960,107,1,118.0,118.0,5.0,4.0,2018-05-14 10:58:30,False,4,1,3,413,New Customers
0196285e88e29cdf2c0afba10cddd9f0,43,1,22.0,22.0,4.0,3.0,2018-07-17 09:39:48,False,4,1,1,411,New Customers
0199358f4d397a51c763be597977ddd1,41,1,94.99,94.99,5.0,7.0,2018-07-19 13:20:43,False,4,1,3,413,New Customers
019e6c1c524669436535388a1cd5cefd,398,1,369.9,369.9,5.0,11.0,2017-07-27 13:25:38,True,1,1,4,114,Hibernating
019fcfdd0b0ec239cc2b536428064c47,49,1,311.9,311.9,2.0,21.0,2018-07-10 22:18:36,False,4,1,4,414,New Customers
01a0f3dc3a406f7fc8593565e1a50b4f,402,1,18.9,18.9,4.0,11.0,2017-07-23 10:46:30,True,1,1,1,111,Hibernating
01a20270c305052404127be803843f2f,451,1,149.0,149.0,4.0,8.0,2017-06-04 11:09:04,True,1,1,3,113,Hibernating
01ae92e9e94bec47e10ef885402cfe54,277,1,127.0,127.0,5.0,16.0,2017-11-24 20:15:53,True,2,1,3,213,Hibernating
01bf812bfa21271c91dbd9bcb9fb055a,79,1,119.0,119.0,5.0,7.0,2018-06-11 07:14:41,False,4,1,3,413,New Customers
01c228e91a729c993c054756eaeb680c,266,1,16.99,16.99,1.0,5.0,2017-12-05 21:30:15,True,2,1,1,211,Hibernating
01c6812053d3159e3f8f0a3d92af3cc5,292,1,109.9,109.9,5.0,5.0,2017-11-09 18:53:35,True,2,1,3,213,Hibernating
01ca0680cddb7f4c71e3235f08cd16a2,109,1,24.9,24.9,5.0,6.0,2018-05-12 10:22:05,False,4,1,1,411,New Customers
01cad597bb1c8c79b2115a6204ab7f8c,259,1,79.9,79.9,4.0,26.0,2017-12-12 22:03:01,True,2,1,2,212,Hibernating
01cd5bbfc2ee49abdafb429522b93fce,314,1,7.5,7.5,1.0,4.0,2017-10-19 10:00:36,True,2,1,1,211,Hibernating
01cd6609264361aaf702ecbee2641cea,127,1,69.9,69.9,3.0,8.0,2018-04-24 11:57:58,False,3,1,2,312,Need Attention
01d628fd151ab84d5063f2dc5c92a118,206,1,52.5,52.5,4.0,11.0,2018-02-03 18:28:57,True,3,1,2,312,Need Attention
01dfe4b4e19154abdebe71e50f52f88d,117,1,105.0,105.0,5.0,31.0,2018-05-04 10:59:29,False,3,1,3,313,Regular
01e66e20cc67536e6fa27878ed07ad0a,210,1,19.9,19.9,4.0,23.0,2018-01-31 00:46:48,True,3,1,1,311,Need Attention
01e8feee57ec1b6447fdd4fbea8093cb,209,1,122.99,122.99,4.0,1.0,2018-01-31 23:30:07,True,3,1,3,313,Regular
01f173d576ec0a01bbe13dccf0942696,331,1,157.77,157.77,4.0,7.0,2017-10-02 10:17:14,True,2,1,4,214,Hibernating
01f2285f85a1c603eb7ef755ad311769,90,2,428.0,214.0,4.5,8.5,2018-05-31 14:51:03,False,4,1,4,414,New Customers
01f7f7e1b4aefac99dea303f9eb5f7c4,139,1,79.9,79.9,4.0,8.0,2018-04-12 12:55:23,False,3,1,2,312,Need Attention
01f9585695ca0cb669ddbae22f6ede43,28,1,219.99,219.99,5.0,5.0,2018-07-31 23:24:23,False,4,1,4,414,New Customers
01fdfc6e1f85ad504461c6699adb246c,263,1,13.65,13.65,3.0,18.0,2017-12-09 08:08:22,True,2,1,1,211,Hibernating
0204f3da94dadaf3fa21305413e02d63,229,1,73.5,73.5,5.0,24.0,2018-01-11 20:21:08,True,2,1,2,212,Hibernating
02063d3c56dc62e17f57cdd78c4962ff,21,1,37.9,37.9,5.0,8.0,2018-08-08 12:03:31,False,4,1,1,411,New Customers
0209a0a5c96cc50dd1bbe71e3730af2a,464,1,169.8,169.8,5.0,6.0,2017-05-22 14:20:45,True,1,1,4,114,Hibernating
020a1ffcfaf43c6003111eaa33faa6c9,511,1,41.8,41.8,5.0,8.0,2017-04-05 08:23:43,True,1,1,1,111,Hibernating
020b824fa9ea4049aed3171900d41e86,120,1,59.8,59.8,5.0,3.0,2018-04-30 17:07:21,False,3,1,2,312,Need Attention
021109bdb16fa17c2463cab87da314f3,230,1,100.8,100.8,1.0,23.0,2018-01-10 23:47:40,True,2,1,3,213,Hibernating
0213fe7fbaa0a7e81c16350785e367e6,180,1,159.98,159.98,5.0,18.0,2018-03-01 18:43:02,False,3,1,4,314,Regular
021a4369c52a67fdaa1a923dada92cf2,414,1,15.33,15.33,5.0,4.0,2017-07-11 13:48:22,True,1,1,1,111,Hibernating
021ab4ee1c733fef68ef3ddbb6c4ea7e,475,1,46.2,46.2,3.0,5.0,2017-05-11 00:08:39,True,1,1,1,111,Hibernating
0225a15f6d472b6aff9f2ea45e9a563f,88,1,79.0,79.0,5.0,6.0,2018-06-01 20:03:50,False,4,1,2,412,New Customers
022657d659cf88bcc8c22774f3f0b61a,7,1,64.99,64.99,5.0,2.0,2018-08-21 19:49:42,False,4,1,2,412,New Customers
022b5f96c507ad0530bb7c5a29d00a7d,211,1,70.0,70.0,5.0,20.0,2018-01-30 14:42:31,True,3,1,2,312,Need Attention
023614eec7dadcb125d4408c1e9634d1,195,1,19.9,19.9,4.0,30.0,2018-02-15 14:28:19,True,3,1,1,311,Need Attention
023626329895d11d199a1bf57dcbc546,28,1,87.8,87.8,5.0,6.0,2018-07-31 17:46:53,False,4,1,2,412,New Customers
02364b772a6ae741cce9f3c93ea77edc,119,1,199.89,199.89,5.0,5.0,2018-05-02 13:36:30,False,3,1,4,314,Regular
023a5f2429a60d00c9c26887b95c6c80,353,1,16.0,16.0,5.0,3.0,2017-09-10 11:01:26,True,1,1,1,111,Hibernating
023c8fe9cea056407269dfe9bdd57a8c,309,1,37.8,37.8,4.0,13.0,2017-10-23 23:35:39,True,2,1,1,211,Hibernating
0246128cbe42bad650aca67dea148ecb,501,1,12.97,12.97,5.0,23.0,2017-04-14 20:11:58,True,1,1,1,111,Hibernating
0246f8de7fe5a9cb5e3a3fffa3cf0da4,327,1,107.79,107.79,3.0,5.0,2017-10-06 14:03:19,True,2,1,3,213,Hibernating
0247fad5e7e46592d7216d01e9a2d7f6,548,1,188.99,188.99,5.0,14.0,2017-02-26 21:07:49,True,1,1,4,114,Hibernating
024879685782c26ab2f0365fbea37967,279,1,25.9,25.9,5.0,13.0,2017-11-23 12:14:26,True,2,1,1,211,Hibernating
0248acdec0648791650de14b758df203,222,1,116.0,116.0,4.0,18.0,2018-01-19 07:31:59,True,2,1,3,213,Hibernating
024ab3d97dd522b7f5173b905628f9fd,137,1,130.0,130.0,5.0,3.0,2018-04-14 10:29:31,False,3,1,3,313,Regular
024e448ec8650b88a45e9f6049eec02b,118,1,35.9,35.9,5.0,1.0,2018-05-03 00:34:55,False,3,1,1,311,Need Attention
0256a460aa82066254d63d60bc21076e,269,1,79.9,79.9,5.0,4.0,2017-12-02 20:09:06,True,2,1,2,212,Hibernating
0258cd3b5e7c4b397cc09ea472677e73,220,1,139.8,139.8,5.0,10.0,2018-01-21 14:29:50,True,2,1,3,213,Hibernating
025cf7c2f32536f0be1ab412bb6602d2,12,1,1788.0,1788.0,,12.0,2018-08-17 10:59:18,False,4,1,4,414,New Customers
025e14cd691e409911edc1cc255115a7,278,1,119.9,119.9,5.0,7.0,2017-11-24 12:10:06,True,2,1,3,213,Hibernating
025fef1b215081d46d39595c7b67c9a5,392,1,205.0,205.0,5.0,9.0,2017-08-02 13:39:43,True,1,1,4,114,Hibernating
02604e6d24c19c9e8c72bb1044bc48e0,222,1,21.6,21.6,1.0,32.0,2018-01-18 16:33:51,True,2,1,1,211,Hibernating
026888d959225b8c5d57f6f0fdb54470,264,1,149.0,149.0,5.0,14.0,2017-12-08 10:41:44,True,2,1,3,213,Hibernating
026bae191fa488af0155ef3eba3d4a79,280,1,106.24,106.24,2.0,8.0,2017-11-22 10:17:50,True,2,1,3,213,Hibernating
026d1aaa74457b39204f1ee240db2bc7,317,1,55.9,55.9,4.0,5.0,2017-10-16 10:32:58,True,2,1,2,212,Hibernating
026fef2c54aa326832f6eb30e9a13398,15,1,119.85,119.85,4.0,14.0,2018-08-13 21:51:53,False,4,1,3,413,New Customers
027497dedcbd1792aba7aadf6677d2a4,148,1,54.9,54.9,2.0,20.0,2018-04-03 14:33:43,False,3,1,2,312,Need Attention
027803eb28cc01fbdf5da72b109fabee,316,2,64.99,32.495,5.0,16.0,2017-10-17 11:28:18,True,2,1,2,212,Hibernating
027835b35f861ba108518b2c529e308f,197,1,19.9,19.9,5.0,11.0,2018-02-12 17:56:55,True,3,1,1,311,Need Attention
027d5c59887b8a32f409adb105c9cee8,404,1,299.0,299.0,4.0,19.0,2017-07-20 23:29:33,True,1,1,4,114,Hibernating
027f1c8ff06b9e07a71f720fcb918531,132,1,20.9,20.9,5.0,13.0,2018-04-18 23:31:57,False,3,1,1,311,Need Attention
028296541bfb0fe84ab460804e4c0dce,272,1,159.8,159.8,1.0,1.0,2017-11-29 19:35:55,True,2,1,4,214,Hibernating
0284ca4015977edc8413c917b8e68355,568,1,55.7,55.7,5.0,7.0,2017-02-07 09:07:17,True,1,1,2,112,Hibernating
028610eb2f6daf6bb4c37e1bd2b42210,392,1,439.0,439.0,4.0,2.0,2017-08-01 23:30:24,True,1,1,4,114,Hibernating
02961f000d03958b88e9cba0cf6253cb,32,1,229.9,229.9,5.0,9.0,2018-07-27 21:21:28,False,4,1,4,414,New Customers
0296a671e6107db6871fcb8ab6330e48,209,1,13.65,13.65,4.0,14.0,2018-02-01 11:52:17,True,3,1,1,311,Need Attention
029f24823177b442913b23816ee59e17,384,1,166.9,166.9,4.0,8.0,2017-08-09 17:18:01,True,1,1,4,114,Hibernating
02a81ef75e80450061b235f691600dc0,391,1,39.9,39.9,5.0,9.0,2017-08-03 11:55:05,True,1,1,1,111,Hibernating
02aa4845dc6ee08624bcc899ad684b33,368,1,59.9,59.9,5.0,6.0,2017-08-26 01:25:25,True,1,1,2,112,Hibernating
02ab4d19fd037fa00ad9892f7d529a8f,435,1,129.9,129.9,5.0,8.0,2017-06-19 20:27:15,True,1,1,3,113,Hibernating
02b20b7c813efede140142ac610e36dc,162,2,172.89,86.445,5.0,5.0,2018-03-19 20:50:39,False,3,1,4,314,Regular
02b6ef845021b8fefe19c8d200f3ee06,148,1,1914.58,1914.58,4.0,15.0,2018-04-03 00:05:04,False,3,1,4,314,Regular
02b8634fdb8d9d15ef1e0f74287b13b7,193,1,31.9,31.9,3.0,31.0,2018-02-16 21:59:11,True,3,1,1,311,Need Attention
02ba7b822bc05258fc0b790a1a54bc36,58,1,25.8,25.8,1.0,2.0,2018-07-01 16:48:22,False,4,1,1,411,New Customers
02bb0a3e6081abdf2c4d03d0069166b8,125,1,91.8,91.8,5.0,2.0,2018-04-25 19:02:45,False,3,1,3,313,Regular
02beeff55d95ac493f904fb9cdb786b3,332,1,117.3,117.3,5.0,8.0,2017-10-01 13:07:36,True,2,1,3,213,Hibernating
02c163ec34a9218f6f3e1e1a7b9aeb28,411,1,104.0,104.0,5.0,10.0,2017-07-13 19:50:11,True,1,1,3,113,Hibernating
02c53bbdf9a343fbfe47d05e1ce96b20,399,1,71.82,71.82,5.0,10.0,2017-07-25 15:47:06,True,1,1,2,112,Hibernating
02c639f8dd288caf7cc6dc66513c23b3,36,1,93.99,93.99,5.0,9.0,2018-07-23 18:27:07,False,4,1,3,413,New Customers
02c82b1b79ccf9f38fef2fa51cbc8791,107,1,173.9,173.9,4.0,5.0,2018-05-13 19:01:14,False,4,1,4,414,New Customers
02c88975fab003e3b48958d6c5b2ad1b,450,1,109.99,109.99,5.0,8.0,2017-06-04 20:27:06,True,1,1,3,113,Hibernating
02c8bc3ccd6019dbd5c1368b9e0a018c,236,1,99.0,99.0,2.0,33.0,2018-01-05 12:44:31,True,2,1,3,213,Hibernating
